Fixture ID,League ID,League Name,Home Team,Away Team,Date,Result,Total Goals,Over/Under 2.5,Both Teams to Score,Over/Under 1.5,Over/Under 0.5,Over/Under 3.5
1213619,88,Eredivisie,PSV Eindhoven,NAC Breda,2025-01-25T17:45:00+00:00,Home Win,5,Over,Yes,Over,Over,Over
1213618,88,Eredivisie,Heracles,Utrecht,2025-01-24T19:00:00+00:00,Draw,2,Under,Yes,Over,Over,Under
1213610,88,Eredivisie,Sparta Rotterdam,Waalwijk,2025-01-19T19:00:00+00:00,Draw,2,Under,Yes,Over,Over,Under
1213606,88,Eredivisie,NEC Nijmegen,Fortuna Sittard,2025-01-19T15:45:00+00:00,Home Win,5,Over,Yes,Over,Over,Over
1213609,88,Eredivisie,Heerenveen,Ajax,2025-01-19T13:30:00+00:00,Away Win,2,Under,No,Over,Over,Under
1213603,88,Eredivisie,Almere City FC,Heracles,2025-01-19T13:30:00+00:00,Away Win,2,Under,No,Over,Over,Under
1213607,88,Eredivisie,NAC Breda,Twente,2025-01-19T11:15:00+00:00,Home Win,3,Over,Yes,Over,Over,Under
1213605,88,Eredivisie,GO Ahead Eagles,Groningen,2025-01-18T20:00:00+00:00,Home Win,3,Over,Yes,Over,Over,Under
1213611,88,Eredivisie,Willem II,Feyenoord,2025-01-18T19:00:00+00:00,Draw,2,Under,Yes,Over,Over,Under
1213604,88,Eredivisie,Utrecht,AZ Alkmaar,2025-01-18T17:45:00+00:00,Draw,0,Under,No,Under,Under,Under
1213608,88,Eredivisie,PEC Zwolle,PSV Eindhoven,2025-01-18T15:30:00+00:00,Home Win,4,Over,Yes,Over,Over,Over
1213600,88,Eredivisie,NAC Breda,Heerenveen,2025-01-12T15:45:00+00:00,Away Win,6,Over,Yes,Over,Over,Over
1213595,88,Eredivisie,Groningen,Almere City FC,2025-01-12T13:30:00+00:00,Draw,0,Under,No,Under,Under,Under
1213597,88,Eredivisie,Feyenoord,Utrecht,2025-01-12T13:30:00+00:00,Away Win,3,Over,Yes,Over,Over,Under
1213596,88,Eredivisie,Twente,Willem II,2025-01-12T11:15:00+00:00,Home Win,8,Over,Yes,Over,Over,Over
1213602,88,Eredivisie,PSV Eindhoven,AZ Alkmaar,2025-01-11T20:00:00+00:00,Draw,4,Over,Yes,Over,Over,Over
1213601,88,Eredivisie,PEC Zwolle,NEC Nijmegen,2025-01-11T19:00:00+00:00,Away Win,1,Under,No,Under,Over,Under
1213594,88,Eredivisie,Ajax,Waalwijk,2025-01-11T17:45:00+00:00,Home Win,3,Over,Yes,Over,Over,Under
1213599,88,Eredivisie,Heracles,Sparta Rotterdam,2025-01-11T15:30:00+00:00,Draw,2,Under,Yes,Over,Over,Under
1213598,88,Eredivisie,Fortuna Sittard,GO Ahead Eagles,2025-01-10T19:00:00+00:00,Away Win,3,Over,No,Over,Over,Under
1213593,88,Eredivisie,Willem II,NEC Nijmegen,2024-12-22T15:45:00+00:00,Home Win,5,Over,Yes,Over,Over,Over
1213587,88,Eredivisie,Utrecht,Fortuna Sittard,2024-12-22T13:30:00+00:00,Away Win,7,Over,Yes,Over,Over,Over
1213590,88,Eredivisie,PSV Eindhoven,Feyenoord,2024-12-22T13:30:00+00:00,Home Win,3,Over,No,Over,Over,Under
1213592,88,Eredivisie,Sparta Rotterdam,Ajax,2024-12-22T11:15:00+00:00,Away Win,2,Under,No,Over,Over,Under
1213586,88,Eredivisie,AZ Alkmaar,Twente,2024-12-21T19:00:00+00:00,Home Win,1,Under,No,Under,Over,Under
1213585,88,Eredivisie,Almere City FC,Heerenveen,2024-12-21T17:45:00+00:00,Home Win,3,Over,No,Over,Over,Under
1213588,88,Eredivisie,GO Ahead Eagles,NAC Breda,2024-12-21T15:30:00+00:00,Home Win,3,Over,Yes,Over,Over,Under
1213591,88,Eredivisie,Waalwijk,PEC Zwolle,2024-12-20T19:00:00+00:00,Draw,2,Under,Yes,Over,Over,Under
1213582,88,Eredivisie,NAC Breda,AZ Alkmaar,2024-12-15T19:00:00+00:00,Away Win,3,Over,Yes,Over,Over,Under
1213576,88,Eredivisie,Ajax,Almere City FC,2024-12-15T15:45:00+00:00,Home Win,3,Over,No,Over,Over,Under
1213581,88,Eredivisie,NEC Nijmegen,Sparta Rotterdam,2024-12-15T13:30:00+00:00,Draw,2,Under,Yes,Over,Over,Under
1213577,88,Eredivisie,Twente,Groningen,2024-12-15T13:30:00+00:00,Home Win,2,Under,No,Over,Over,Under
1213578,88,Eredivisie,Utrecht,GO Ahead Eagles,2024-12-15T11:15:00+00:00,Draw,6,Over,Yes,Over,Over,Over
1213579,88,Eredivisie,Feyenoord,Heracles,2024-12-14T20:00:00+00:00,Home Win,7,Over,Yes,Over,Over,Over
1213580,88,Eredivisie,Fortuna Sittard,Waalwijk,2024-12-14T19:00:00+00:00,Home Win,5,Over,Yes,Over,Over,Over
1213584,88,Eredivisie,Heerenveen,PSV Eindhoven,2024-12-14T17:45:00+00:00,Home Win,1,Under,No,Under,Over,Under
1213583,88,Eredivisie,PEC Zwolle,Willem II,2024-12-13T19:00:00+00:00,Away Win,1,Under,No,Under,Over,Under
1213567,88,Eredivisie,Almere City FC,Utrecht,2024-12-08T15:45:00+00:00,Away Win,4,Over,Yes,Over,Over,Over
1213575,88,Eredivisie,Willem II,Heerenveen,2024-12-08T13:30:00+00:00,Away Win,3,Over,Yes,Over,Over,Under
1213568,88,Eredivisie,AZ Alkmaar,Ajax,2024-12-08T13:30:00+00:00,Home Win,3,Over,Yes,Over,Over,Under
1213569,88,Eredivisie,Groningen,PEC Zwolle,2024-12-08T11:15:00+00:00,Draw,0,Under,No,Under,Under,Under
1213571,88,Eredivisie,Heracles,Fortuna Sittard,2024-12-07T20:00:00+00:00,Draw,4,Over,Yes,Over,Over,Over
1213573,88,Eredivisie,Waalwijk,Feyenoord,2024-12-07T19:00:00+00:00,Away Win,5,Over,Yes,Over,Over,Over
1213574,88,Eredivisie,Sparta Rotterdam,NAC Breda,2024-12-07T17:45:00+00:00,Away Win,2,Under,No,Over,Over,Under
1213570,88,Eredivisie,GO Ahead Eagles,NEC Nijmegen,2024-12-07T15:30:00+00:00,Home Win,5,Over,No,Over,Over,Over
1213572,88,Eredivisie,PSV Eindhoven,Twente,2024-12-06T19:00:00+00:00,Home Win,7,Over,Yes,Over,Over,Over
1213483,88,Eredivisie,Ajax,Utrecht,2024-12-04T19:00:00+00:00,Draw,4,Over,Yes,Over,Over,Over
1231899,94,Primeira Liga,Sporting CP,Nacional,2025-01-25T20:30:00+00:00,Home Win,2,Under,No,Over,Over,Under
1231896,94,Primeira Liga,Casa Pia,Benfica,2025-01-25T18:00:00+00:00,Home Win,4,Over,Yes,Over,Over,Over
1231892,94,Primeira Liga,Farense,Rio Ave,2025-01-25T15:30:00+00:00,Away Win,3,Over,Yes,Over,Over,Under
1231897,94,Primeira Liga,Famalicao,Estrela,2025-01-25T15:30:00+00:00,Draw,0,Under,No,Under,Under,Under
1231894,94,Primeira Liga,Arouca,Moreirense,2025-01-24T20:15:00+00:00,Home Win,1,Under,No,Under,Over,Under
1231885,94,Primeira Liga,Boavista,Casa Pia,2025-01-20T20:15:00+00:00,Away Win,5,Over,Yes,Over,Over,Over
1231883,94,Primeira Liga,GIL Vicente,FC Porto,2025-01-19T20:30:00+00:00,Home Win,4,Over,Yes,Over,Over,Over
1231887,94,Primeira Liga,Estrela,SC Braga,2025-01-19T18:00:00+00:00,Away Win,1,Under,No,Under,Over,Under
1231888,94,Primeira Liga,Moreirense,Farense,2025-01-19T15:30:00+00:00,Draw,0,Under,No,Under,Under,Under
1231890,94,Primeira Liga,Nacional,AVS,2025-01-19T15:30:00+00:00,Home Win,4,Over,Yes,Over,Over,Over
1231889,94,Primeira Liga,Guimaraes,Arouca,2025-01-18T20:30:00+00:00,Draw,4,Over,Yes,Over,Over,Over
1231882,94,Primeira Liga,Rio Ave,Sporting CP,2025-01-18T18:00:00+00:00,Away Win,3,Over,No,Over,Over,Under
1231884,94,Primeira Liga,Santa Clara,Estoril,2025-01-18T15:30:00+00:00,Away Win,5,Over,Yes,Over,Over,Over
1231886,94,Primeira Liga,Benfica,Famalicao,2025-01-17T20:15:00+00:00,Home Win,4,Over,No,Over,Over,Over
1231873,94,Primeira Liga,Nacional,FC Porto,2025-01-12T15:30:00+00:00,Home Win,2,Under,No,Over,Over,Under
1231878,94,Primeira Liga,GIL Vicente,Rio Ave,2025-01-06T20:15:00+00:00,Draw,2,Under,Yes,Over,Over,Under
1231876,94,Primeira Liga,Estrela,Estoril,2025-01-05T20:30:00+00:00,Away Win,6,Over,Yes,Over,Over,Over
1231881,94,Primeira Liga,Casa Pia,Famalicao,2025-01-05T18:00:00+00:00,Draw,2,Under,Yes,Over,Over,Under
1231874,94,Primeira Liga,Santa Clara,Farense,2025-01-05T15:30:00+00:00,Draw,0,Under,No,Under,Under,Under
1231875,94,Primeira Liga,Boavista,Arouca,2025-01-04T20:30:00+00:00,Away Win,4,Over,Yes,Over,Over,Over
1231880,94,Primeira Liga,Benfica,SC Braga,2025-01-04T18:00:00+00:00,Away Win,3,Over,Yes,Over,Over,Under
1231877,94,Primeira Liga,Moreirense,AVS,2025-01-04T15:30:00+00:00,Draw,2,Under,Yes,Over,Over,Under
1231879,94,Primeira Liga,Guimaraes,Sporting CP,2025-01-03T20:15:00+00:00,Draw,8,Over,Yes,Over,Over,Over
1231867,94,Primeira Liga,Famalicao,Santa Clara,2024-12-30T20:15:00+00:00,Away Win,3,Over,Yes,Over,Over,Under
1231864,94,Primeira Liga,Sporting CP,Benfica,2024-12-29T20:30:00+00:00,Home Win,1,Under,No,Under,Over,Under
1231871,94,Primeira Liga,SC Braga,Casa Pia,2024-12-29T18:00:00+00:00,Away Win,3,Over,Yes,Over,Over,Under
1231869,94,Primeira Liga,Farense,Guimaraes,2024-12-29T15:30:00+00:00,Draw,4,Over,Yes,Over,Over,Over
1231866,94,Primeira Liga,Rio Ave,Nacional,2024-12-29T15:30:00+00:00,Home Win,3,Over,Yes,Over,Over,Under
1231865,94,Primeira Liga,FC Porto,Boavista,2024-12-28T20:30:00+00:00,Home Win,4,Over,No,Over,Over,Over
1231872,94,Primeira Liga,Estoril,Moreirense,2024-12-28T18:00:00+00:00,Draw,4,Over,Yes,Over,Over,Over
1231868,94,Primeira Liga,AVS,Estrela,2024-12-28T15:30:00+00:00,Draw,2,Under,Yes,Over,Over,Under
1231870,94,Primeira Liga,Arouca,GIL Vicente,2024-12-27T20:15:00+00:00,Draw,2,Under,Yes,Over,Over,Under
1231860,94,Primeira Liga,Estrela,Rio Ave,2024-12-23T20:45:00+00:00,Home Win,1,Under,No,Under,Over,Under
1231862,94,Primeira Liga,Benfica,Estoril,2024-12-23T18:45:00+00:00,Home Win,3,Over,No,Over,Over,Under
1231861,94,Primeira Liga,Guimaraes,Nacional,2024-12-23T18:45:00+00:00,Draw,4,Over,Yes,Over,Over,Over
1231863,94,Primeira Liga,GIL Vicente,Sporting CP,2024-12-22T20:30:00+00:00,Draw,0,Under,No,Under,Under,Under
1231856,94,Primeira Liga,Santa Clara,SC Braga,2024-12-22T17:00:00+00:00,Away Win,2,Under,No,Over,Over,Under
1231859,94,Primeira Liga,Moreirense,FC Porto,2024-12-21T20:30:00+00:00,Away Win,3,Over,No,Over,Over,Under
1231858,94,Primeira Liga,Boavista,AVS,2024-12-21T18:00:00+00:00,Draw,0,Under,No,Under,Under,Under
1231855,94,Primeira Liga,Famalicao,Farense,2024-12-21T15:30:00+00:00,Away Win,3,Over,Yes,Over,Over,Under
1231857,94,Primeira Liga,Casa Pia,Arouca,2024-12-20T20:15:00+00:00,Home Win,4,Over,Yes,Over,Over,Over
1231798,94,Primeira Liga,Nacional,Benfica,2024-12-19T17:00:00+00:00,Away Win,2,Under,No,Over,Over,Under
1231850,94,Primeira Liga,Rio Ave,Guimaraes,2024-12-16T20:45:00+00:00,Draw,4,Over,Yes,Over,Over,Over
1231848,94,Primeira Liga,FC Porto,Estrela,2024-12-16T20:15:00+00:00,Home Win,2,Under,No,Over,Over,Under
1231853,94,Primeira Liga,SC Braga,Famalicao,2024-12-16T18:45:00+00:00,Draw,6,Over,Yes,Over,Over,Over
1231847,94,Primeira Liga,Estoril,Casa Pia,2024-12-15T20:30:00+00:00,Away Win,2,Under,No,Over,Over,Under
1231851,94,Primeira Liga,AVS,Benfica,2024-12-15T18:00:00+00:00,Draw,2,Under,Yes,Over,Over,Under
1231852,94,Primeira Liga,Arouca,Santa Clara,2024-12-15T15:30:00+00:00,Home Win,1,Under,No,Under,Over,Under
1231846,94,Primeira Liga,Sporting CP,Boavista,2024-12-14T20:30:00+00:00,Home Win,5,Over,Yes,Over,Over,Over
1231849,94,Primeira Liga,Nacional,Moreirense,2024-12-14T18:00:00+00:00,Home Win,1,Under,No,Under,Over,Under
